file_name,text,Category,fold
14957,progressive hemolytic anemia due delay recognition beall mitral valve prosthesis addition work knowledge general complication thromboembolism infective endocarditis optimal care patient prosthetic valve require specific knowledge concern characteristic give patient prosthesis may need include ability identify valve history record unavailable yearold woman mitral stenosis secondary rheumatic heart disease status post report bjorkshiley mitral valve replacement year prior hospital admission refer evaluation severe hemolytic anemia previous cinefluoroscopy time cerebrovascular accident reveal normally function cage disc prosthesis tilt disc bjorkshiley prosthetic valve valve characterize continue receive warfarin therapy may present laboratory finding show mark hemolytic anemia hemoglobin mgdl lactate dehydrogenase ldh value reveal normal valvular function without evidence perivalvular leak patient refer evaluation chest roentgenogram time hospital admission reveal valve configuration characteristic beall model series find manifest progressive disc variance high degree hemolytic anemia despite normal noninvasive evaluation function disc tilt intermittent regurgitation catastrophic disc embolization extreme case precise identification valvular prosthesis patient valve replacement crucial optimal management case mere identification particular valve may necessitate certain management therapy base natural history valve absence reliable history andor record examination lead precise identification,Hemic and Lymphatic Diseases,0
13214,congenital monomelic hypertrophy progressive myopathy describe patient congenital monomelic hypertrophy later develop progressive footdrop due degenerative myopathy clinical pathologic feature case describe compare previously report case,Musculoskeletal Diseases,1
16091,men syndrome age onset syndrome pps coincide tendency decline activity growth ghsmc axis normal plasma smc range men age unitsml age men plasma smc level unitsml signify detectable spontaneous secretory pulse ghsmc axis stimulate dna rna protein synthesis muscle cell increase size number deficiency ghsmc axis could theoretically contribute secondary factor occurrence severity pps accordingly author measure plasma smc level men pps age healthy men similar age pps men value less equal unitsml less equal unitsml correspond proportion healthy men analysis variance include age factor show smc significantly lower pps men healthy men additional comparison totally immobile nurse home men lower smc value fact smc value slightly higher healthy men similar age data reveal new biochemical feature pps might play contributory role pathogenesis syndrome,Musculoskeletal Diseases,2
47791,thrombininduced leukopenia attenuate paf antagonist web thrombin show increase pulmonary transvascular permeability vivo permeability change appear dependent leukocyte pmns vitro thrombin demonstrate increase pmn adherence endothelial cell coincident generation platelet activate factor paf endothelial cell observation lead suggestion paf mediate part attachment pmns endothelial cell examine hypothesis vivo vitro specific paf receptor antagonist web prior infusion web conscious sheep significantly attenuate drop peripheral blood pmn count observe infusion alphathrombin nih ukg data suggest web prevent pmn margination endothelial cell web also attenuate see thrombin infusion ameliorate thrombininduced hypoxemia web affect thrombininduced hemodynamic response degree intravascular coagulation assess fibrin degradation product generation thromboxane generation vitro web prevent augment adherence sheep pmns sheep endothelial cell monolayers thrombin stimulation result present study consistent hypothesis paf mediate least part thrombininduced leukopenia vivo,Hemic and Lymphatic Diseases,3
23140,adhesion human platelet wash human unactivated platelet attach spread thrombospondin tspcoated microtiter plat platelet adhesion promote divalent cation mn2 mg2 ca2 compare buffer divalent cation complexed edta tspdependent adhesion inhibit antitsp fab fragment antitsp monoclonal antibody rgdcontaining peptide complexspecific gpiibiiia monoclonal antibody a2a9 antivla monoclonal antibody 6f1 gi9 rabbit preimmune fab fragment mouse igg antigpiiia monoclonal antibody monoclonal antibody either human vitronectin receptor glycocalicin gpiv saturate concentration antigpiibiiia inhibit adhesion glanzmans thrombasthenic platelet lack gpiibiiia adhere tsp extent normal platelet well untreated normal platelet antibody 6f1 microgramsml inhibit platelet adhesion normal thrombasthenic platelet vla antibody also inhibit collageninduced platelet adhesion effect adhesion normal platelet data indicate platelet specifically adhere tsp adhesion mediate gpiibiiia andor vla,Hemic and Lymphatic Diseases,4
39595,intravenous immunoglobulin firstline treatment acute thrombotic purpura case report review literature acute thrombotic purpura ttp rare serious disease treatment prednisone anticoagulation antiplatelet drug splenectomy exchange transfusion vincristine plasmapheresis may effective patient response therapy inconsistent carry potential serious side effect others recently see dramatic response intravenous immunoglobulin igg treatment fail although igg expensive cost low compare extend plasmapheresis regimen since response treatment usually evaluate within day side effect appear less treatment believe strong case make use igg firstline therapy acute ttp continue multicenter study necessary finally solve problem compete confuse treatment attempt synergism treatment acute ttp,Hemic and Lymphatic Diseases,0
7872,inhale albuterol oral prednisone therapy hospitalize adult asthmatic aminophylline add benefit study objective determine efficacy intravenous aminophylline treatment adult patient hospitalize exacerbation asthma design randomize doubleblind trial throughout study set university hospital clinical research center patient fortyfour patient admit emergency room primary diagnosis asthma patient complete study intervention patient receive either intravenous aminophylline placebo addition frequent nebulized albuterol prednisone mgkg body weight every orally supplemental oxygen aminophylline infusion rat adjust achieve serum theophylline concentration microgramsml change make placebo infusion rat maintain double blind design measurement result force expiratory volume fev1 spirometric measurement every blind investigator train respiratory therapist subjective patient response duration hospitalization compare difference spirometric measurement observe two group time point admission study fev1 placebo group percent predict aminophylline group percent predict discharge fev1 percent predict placebo group percent predict theophylline group difference subjective patient rat duration hospitalization two group placebo day aminophylline day conclusion result suggest aminophylline therapy add significant benefit standard therapy hospitalize adult asthmatic patient risk cost aminophylline treatment hospital set research need determine subgroup adult asthmatic may benefit addition aminophylline standard optimal therapy,Immunologic Diseases,1
48637,improve aid health care san juan puerto rico era decrease availability fund increase demand aid epidemic threaten overwhelm healthcare service country describe comprehensive model treatment aid san juan puerto rico compare traditional hospitalbased service give exist allocation fund comprehensive model emphasise prevention education surveillance early detection outpatient care reduce hospital care last year traditional system admission aid patient hospital first year comprehensive model admission mean length stay aid inpatient reduce day day reduction annual mean cost inpatient care per aid patient fell saving use improve nonhospital service include outreach education emergency outpatient care laboratory epidemiological service research introduce employee incentive scheme management strategy reduce length inpatient care provide less costly treatment alternative improve aid health care develop nation,Immunologic Diseases,2
43326,result spinal arthrodesis pedicle screwplate fixation sixtyone patient follow average thirty month range twentyfour thirtyfive month arthrodesis lumbar lumbosacral spine pedicle screwplate fixation painful degenerative arthritis pseudarthrosis patient rat clinical result accord analog scale patient report mark decrease pain increase function twothirds able work full time result operation regard clinical failure patient consider additional operation do functional pain score good patient able work full time rat pain point seventeen per cent patient consider clinical failure lowest rate per cent patient painful degenerative arthritis highest rate per cent patient pseudarthrosis operation rate fusion per cent patient painful degenerative disease per cent patient per cent patient pseudarthrosis preoperatively,Musculoskeletal Diseases,3
9369,stereotactic biopsy active multiple sclerosis lesion analysis neuropathologic correlation magnetic resonance image stereotactic biopsy active multiple sclerosis lesion yearold patient unilateral symptom isolate magnetic resonance abnormality yield serial tissue core span within around lesion perform analysis lymphocyte phenotype use antiserum cd3 cd4 cd8 cd22 molecule separate perivascular cuff three tissue section lesion edge total cell cuff vary ratio cd4cd8 cell individual cuff vary although intense parenchymal infiltrate border least cellular cuff parenchymal perivascular cell phenotype argue selective traffic lymphocyte tissue individual microfoci cell display cd45ra cd25 tq1 antigen present remarkable phenotypic heterogeneity lymphocyte multiple sclerosis lesion border consistent exposure situ diversity differentiate stimulus histologic demyelination correlate closely signalintensity abnormality observe magnetic resonance image study provide unusual insight histologic morphologic appearance active multiple sclerosis plaque,Immunologic Diseases,4
3312,clinical epidemiological study low back pain description two clinical syndrome patient mainly chronic low back pain lbp sign symptom evaluate prospectively without preconceive expectation particular finding two clinical syndrome distinguish characterize typical local tenderness associate specific clinical feature syndrome describe previously literature receive scant attention name greater trochanteric pain syndrome trochanteric bursitis iliac crest pain syndrome iliolumbar syndrome occur patient respectively recognition syndrome may enable study aetiology prognosis therapy lbp homogeneous group patient,Musculoskeletal Diseases,0
42390,result deletion regulatory sequence far upstream alphaglobin structural gene describe determinant alphaglobin expression silence deletion locate transcription start site alpha globin gene determinant alpha alphamm member newly describe group thalassemic mutation result deletion sequence critical globin gene expression,Hemic and Lymphatic Diseases,1
36247,total replacement posttraumatic arthritis elbow fiftythree consecutive elbow replacement posttraumatic arthritis follow minimum two year mean range patient present difficult management problem undergo average two previous operation per joint joint suffer prior complication less degree flexion six flail one three version coonrad prosthesis employ followup period patient undergo revision procedure aseptic loosen elbow currently without progressive radiolucent line two patient elbow resect one deep infection bone resorption follow foreignbody reaction titanium current design coonrad prosthesis offer reliable option treatment posttraumatic arthritis use carefully select patient age year,Musculoskeletal Diseases,2
15442,ventilation gas exchange exercise sickle cell anemia adult sickle cell anemia sca restrictive lung impairment increase alveolar dead space hypoxemia factor together increase anaerobic metabolism think cause exercise assess role child patient sca control subject perform pulmonary function exercise test twentyeight patient sca spirometric value lung volume two patient sca arterial saturation greater exercise despite low vo2max mlminkg ventilatory anaerobic threshold vat patient occur similar vo2max control subject versus slope delta vedelta vco2 relationship subvat work steeper patient versus ventilatory equivalent co2 vevco2 steadystate exercise greater patient control subject versus endtidal pco2 differ versus indicate equivalent alveolar ventilation patient higher dead spacetidal volume ratio vdvt control subject versus paco2 significantly lower lower difference conclusion child sca increase exercise ventilatory response cause part increase physiologic dead space part low greater dead space may result sickle cell impair capillary perfusion ventilate alveolus,Hemic and Lymphatic Diseases,3
324,soluble mediator articular cartilage degradation juvenile rheumatoid arthritis juvenile rheumatoid arthritis jra involve wide range joint tissue tissue change include proliferation synovial cell alteration synovial fluid degradation articular cartilage synovial cell proliferation result increase number fibroblast lymphocyte change synovial fluid include increase content antibody alter complement ratio increase level factor stimulate proteoglycan degradation decrease level insulinlike growth factor level cytokine interleukin interleukin vary cell culture assay technique cartilage degradation apparent increase quantity proteoglycan serum synovial fluid type collagen peptide antibody also prevalent jra patient cartilage degradation appear link factor jra synovial fluid condition medium peripheral blood mononuclear cell patient jra also stimulate increase release cartilage proteoglycan thus outcome jra likely reflect activity interact soluble factor directly influence cartilage homeostasis,Immunologic Diseases,4
7598,newborn screen sickle cell disease infant lose followup success program screen newborn sickle cell disease depend timely followup education regard fever splenic palpation initiation prophylactic penicillin therapy reduce morbidity mortality occur prior month age however contact parent permit implementation care may difficult particularly large urban population nine infant recently identify sickle cell disease arrive institution initial appointment medical provider must aware medical legal obligation relate followup newborn sickle cell disease prevent untoward event miss case,Hemic and Lymphatic Diseases,0
16514,lumbar isthmic child adolescent radiologic evaluation result operative treatment clinical radiologic followup study group child adolescent comprise boy girl undergo spondylodesis year report sagittal rotation lumbosacral joint angle lumbar lordosis wedge olisthetic vertebra round upper sacrum show considerable statistical correlation amount slip accordingly note estimate risk progression accompany scoliosis note seriousness former closely correlate latter patient profit operation solid fusion achieve almost case posterolateral spondylolysis perform use graft iliac crest interbody fusion technique combination turn reliable surgical method combine technique especially require case high degree slip,Musculoskeletal Diseases,1
30251,case report serendipitous gauchers disease present elevate erythrocyte sedimentation rate due monoclonal gammopathy immunoglobulin abnormality previously note totally asymptomatic patient gauchers disease report yearold woman gauchers disease diagnose investigation incidentally discover elevate erythrocyte sedimentation rate study reveal igglambda monoclonal gammopathy physical examination bone survey disclose none feature gauchers disease multiple myeloma conclude contrast previous observation paraproteinemia may occur gauchers disease even absence splenomegaly one feature disease,Immunologic Diseases,2
12906,evolution genetic disease ethnic isolate betathalassemia jew kurdistan betathalassemia hereditary disease cause different point mutation betaglobin gene specific population generally carry small number mutation common widely distribute regionally present study constitute extensive molecular disease small highly inbred ethnic group high incidence jew kurdistan unusual mutational diversity observe sibships different mutation identify newly discover transversion cap site frameshift codon transition signal four mutation unique kurdish jew discover population fifth find outside kurdish jew iranian khuzistan region border kurdistan twothirds mutant chromosome carry mutation unique kurdish jew trace origin mutation specific geographic region within kurdistan information support haplotype analysis suggest thalassemia central kurdistan northern iraq evolve primarily multiple mutational event turkish kurdistan primary mechanism genetic admixture local population iranian kurdistan founder effect appear partly responsible conclude several evolutionary mechanism contribute evolution betathalassemia small ethnic isolate,Hemic and Lymphatic Diseases,3
15579,igemediated anaphylactic degranulation isolate human skin mast cell isolate human skin mast cell hsmc prepare culture overnight functional electron microscopic study mast cell suspension examine stimulation antiige produce anaphylactic degranulation examine bufferincubated control histamine release measure replicate sample control isolate hsmc study electron microscopy well preserve fully granulate although granule pattern report human mast cell find crystal granule prevalent true hsmc situ individual mast cell contain crystal scroll granule occur lipid body rare hsmc situ control isolate mast cell express granule change associate either piecemeal degranulation recovery wind heal situ morphologic change anaphylactic degranulation present spontaneous histamine release control sample anaphylactic degranulation isolate hsmc accompany maximum histamine release show extrusion alter membranefree granule multiple pore plasma membrane exterior cell morphologic aspect anaphylactic degranulation express isolate human lung mast cell also present event include granule swell fusion alteration matrix content degranulation channel formation pore formation shed granule membrane surface process ultrastructural morphology isolate hsmc igemediated degranulation show difference similar study isolate human lung mast cell human lung gut mast cell biopsy sample difference include crystal granule predominant granule pattern minor number lipid body extrusion granule anaphylactic degranulation characteristic hsmc contrast isolate human lung gut mast cell scroll granule particle granule respectively lipid body isolate human lung mast cell anaphylactic degranulation almost exclusively intracellular fusion event characterize formation complex degranulation channel within alter granule matrix material solubilize addition morphologic difference mast cell skin lung gut origin functional difference also report among mast cell organ ultrastructural morphology isolate hsmc identical skin mast cell biopsy sample thereby validate usefulness new source hsmc correlative functional morphologic study,Immunologic Diseases,4
45213,drug user aidsrelated knowledge attitude behavior aid education session investigator interview drug user detoxification facility receive information acquire syndrome aid human virus hiv drug user already considerable amount information aid hiv transmission mode receive information however percent report never use condom fifty percent intravenous drug user acknowledge share needle previous year subject exhibit psychological denial appraise riskiness personal sexual needlesharing behavior rat less risky activity general follow participation aid hiv education program knowledge concern mode transmission disease progression increase subject become aware personal risk hiv infection faith condom effectiveness intent use increase intravenous drug user report increase determination stop drug use result suggest aid education effort useful program help prevent hiv transmission among drug user,Immunologic Diseases,0
47944,analysis relationship von willebrand disease vwd hereditary hemorrhagic telangiectasia identification potential type iia vwd mutation iie865 thr report family member affect von willebrand disease vwd hereditary hemorrhagic telangiectasia hht suggest possible relationship two disorder vwd common inherit bleed disorder human due either quantitative qualitative defect von willebrand factor vwf gene vwf clone map chromosome 12p1212pter hht uncommon inherit bleed disorder characterize malformed dilate fragile blood vessel chromosomal location gene hht unknown study two family rflp analysis determine whether molecular basis association vwd hht family affect type iia vwd hht family affect hht alone linkage hht vwf gene detect vwf rule candidate gene hht vwf gene find tightly link type iia vwd family lod score recombination fraction pcr dna sequence analysis vwf exon single transition result substitution thr ile865 identify substitution locate immediately adjacent two previously identify type iia vwd mutation,Hemic and Lymphatic Diseases,1
12194,corticosteroid injection adhesive capsulitis investigation value site fortyeight patient freeze shoulder less six month assign random receive three shoulder injection subacromial bursa glenohumeral joint weekly interval treatment group intraarticular lidocaine intrabursal lidocaine intraarticular lidocaine intrabursal lidocaine physical therapy program carry patient assessment pain range motion perform physical therapist uninformed nature injection therapy significant difference outcome intrabursal injection intraarticular injection injection steroid lidocaine advantage lidocaine alone restore shoulder motion partial transient pain relief occur two third steroidtreated patient,Musculoskeletal Diseases,2
10459,immunodominance graftvshost disease cell response minor antigen immunodominance control generation ctl c57bl6by antibalbb h2bmatched strain combination despite potential respond numerous individual minor balbb apc focus ctl response largely specific limit number target minor could distinguish differential expression panel target cell cxb recombinant inbred strain h2b express different composite original balb minor hierarchy observe firstorder immunodominant present cxbk cxbg cell whereas secondorder dominant find cxbe cxbj cxbi cell test whether immunodominance also play role development lethal graftvshost disease gvhd direct multiple minor cell transplant along cell deplete bone marrow irradiate rad recipient either balbb cxb recombinant inbred strain result indicate hierarchy immunodominance exist gvhd differ predict vitro ctl study gvhd observe balbb cxbe cxbi cxbj recipient cxbg cxbk recipient donor mouse cxbg cxbk splenocytes transplant significantly increase overall gvhd potential correspond cxbg cxbk recipient evidence secondorder immunodominance provide transfer cxbe cell atbm irradiate cxbg balbb recipient resultant potent gvhd,Immunologic Diseases,3
31623,human eosinophil toxic neutrophil kill eosinophil eos implicate damage host tissue disease asthma eosinophilic gastroenteritis present study assess cytotoxicity human eos peripheral blood patient eosinophilia peritoneal fluid patient undergo continuous peritoneal dialysis compare normal neutrophil cytotoxicity measure release 51chromium culture tumor cell chicken erythrocyte eos neutrophil separate discontinuous percoll gradient greater purity granulocyte activate preincubation ice bath phorbol myristate acetate wash incubation target cell eos lysed significantly tumor cell k562 raji cem line hour assay neutrophil significant difference find peritoneal blood eos eos also much efficient neutrophil lysing chicken erythrocyte activate factor instead phorbol myristate acetate cytolysis eos mediate oxidative nonoxidative mechanism indicate experiment cell patient chronic granulomatous disease thus eos much cytotoxic neutrophil potentially much damage patient eosinophilia,Hemic and Lymphatic Diseases,4
7824,tissue change around loose prosthesis canine model investigate effect agent aseptically loosen prosthesis provide mean investigate vivo vitro activity cell associate loosen process seven dog cell isolate maintain culture sufficient period time biologic activity could study well effect different agent add cell vivo vitro biologic response determine interleukin prostaglandin activity parallel appearance loosen technetium image observation make time revision surgery correlation clinical histologic biochemical loosen indicate canine model suitable investigate mechanism prosthetic failure canine model permit study possible nonsurgical therapeutic intervention ultimate hope stop slow loosen process,Musculoskeletal Diseases,0
5873,use liposuction contour cherubism yet another application suction lipectomy equipment present remove pathologic tissue cherubism owe variation consistency material condition technique may successful patient certainly recommend indicate,Musculoskeletal Diseases,1
16908,prevalence hiv infection kagera region tanzania populationbased study populationbased survey carry kagera region unite republic tanzania determine magnitude hiv infection study associate risk factor region divide one urban three rural zone multistage cluster sample technique adopt antibody hiv determine enzymelinked immunosorbent assay confirm western blot analysis total adult age year child age year study overall prevalence hiv infection among adult higher prevalence urban zone three rural zone respectively correspond figure child overall urban area rural area respectively agespecific seroprevalence adult highest age group year agestandardized sexspecific prevalence higher among woman men urban zone rural zone change sexual partner among adult associate increase risk hiv seropositivity travel outside region within country also find associate increase risk hiv infection rural population,Immunologic Diseases,2
11712,absence highly homologous sequence htlvi japanese multiple sclerosis try detect htlvirelated sequence japanese patient multiple sclerosis highly sensitive method employ polymerase chain reaction pcr genomic dna follow southern blot hybridization analysis amplify htlvi sequence use primer ltr pol gag env cod region fourteen patient definite disease control normal control patient htlviassociated myelopathy ham investigate result particle aggregation assay htlvi antibody negative serum subject except ham patient neither patient control show presence highly homologous sequence htlvi observe faint signal gag pol env cod region low stringent hybridization patient well normal control nucleotide sequence analysis faint band homologous major complex molecule htlvi genome,Immunologic Diseases,3
13553,morphology sickle cell produce solution vary osmolarities effect vary osmolarities nacl solution mosmkg h2o morphology deoxygenate sickle cell study quantitatively image analysis system discocyterich less dense fraction sickle cell density less equal suspend buffer nacl solution various osmolarities deoxygenate room temperature hour stain wright solution microscopic image analyze circular shape factor csf areaperimeter elliptical shape factor esf short axislong axis since two parameter yield different value elongate cell cell shape mapleleaf starshaped cell morphologic change sickle cell analyze numerically find rate degree deformation depend highly osmotic pressure medium cell suspend hypertonic solution sickle cell assume mapleleaf shape deformation occur quickly degree deformation circular shape factor elliptical shape factor lower find isotonic slightly hypotonic solution although elongate cell form hypotonic isotonic solution deformation slower solution hypertonic solution result indicate shape degree deformation deoxygenate sickle cell highly dependent osmolarity suspend medium rate deformation inversely relate osmolarity relationship morphology deoxygenate sickle cell osmotic pressure suspend medium discus,Hemic and Lymphatic Diseases,4
15460,asthma elderly comparison patient recently acquire longstanding disease characterize asthma elderly consecutive nonsmoking pulmonary clinic patient age meet american thoracic society criterion asthma identify patient develop asthma advance age greater group lateonset asthma mean duration disease remain group earlyonset asthma mean duration illness day evaluation patient undergo pulmonary function test medication least two group symptom medication requirement immediate skin test aeroallergens uniformly negative patient histamine control always positive ige level group different elderly control subject earlyonset asthma greater likelihood previous allergic disease less significantly greater degree airflow obstruction pre pulmonary function test less study suggest longstanding asthma may lead chronic persistent airflow obstruction thereby mimic chronic bronchitis emphysema copd,Immunologic Diseases,0
23509,anterior combine anteroposterior fusion lumbar disc pain preliminary study article report study consecutive patient lumbar disc back pain undergo anterior interbody lumbar fusion combine anterior posterior fusion operation year period patient meet criterion diagnosis painful internal disc disruption andor fail back syndrome lengthy trial conservative treatment consist rest physical therapy back support nonsteroidal drug therapy guard activity treatment often supplement epidural cortisone injection pain management functional rehabilitation patient prolong back pain fail conservative care minimum month severely disable symptom select surgery basis positive dynamic discogram reproduce exact pain demonstrate morphologically degenerative disc internal disc disruption purpose study patient categorize three group follow month operation death major complication overall success achieve measurable diminution preoperative pain article discus preliminary conclusion efficacy safety anterior anteroposterior fusion lumbar disc pain,Musculoskeletal Diseases,1
16962,transmembrane mobility phospholipid sickle erythrocyte effect deoxygenation diffusion asymmetry study effect sickling transmembrane reorientation distribution phospholipid red blood cell patient homozygous sickle cell anemia purpose follow redistribution kinetics trace amount spinlabeled analogue natural phospholipid first introduce membrane outer leaflet normal sickle erythrocyte expose air nitrogen deoxygenation effect lipid redistribution kinetics normal cell membrane atmospheric po2 unfractionated cell different normal cell however deoxygenation induce sickling passive diffusion accelerate rate adenosine transport reduce especially stationary distribution two leaflet slightly less asymmetric phenomenon pronounce change rapidly reversible reoxygenation cell separate density dense light cell exhibit property cite however dense cell expose air possess lower transport rate data favor relationship translocase activity phospholipid transmembrane asymmetry sickle cell disease first case translocase pathology,Hemic and Lymphatic Diseases,2
15204,threepoint approach anemia anemia sign underlie disease cause blood loss sequestration red blood cell rbc impair rbc production primary marrow dysfunction efficient clinical approach patient anemia ask follow three question anemia microcytic macrocytic normocytic pancytopenia present marrow response appropriate anemia determine reticulocyte count answer question focus laboratory evaluation logical progression avoid costly shotgun approach,Hemic and Lymphatic Diseases,3
39156,difference expression cardiopulmonary alteration associate einduced active anaphylaxis mast celldeficient normal mouse mast cell require cardiopulmonary change associate certain fatal anaphylactic response compare change heart rate pulmonary dynamic compliance cdyn pulmonary conductance associate three different model anaphylaxis genetically mast celldeficient wbb6f1wwv congenic normal mouse intravenous infusion monoclonal rat antimouse ige produce mark tachycardia diminution cdyn death wwv mouse mouse sensitize develop high circulate level ige exhibit cdyn response rat antiige challenge significantly less intense nonimmunized mouse contrast virtually identical cardiopulmonary response observe either wwv mouse challenge elicit pure active anaphylactic response simultaneous active anaphylaxis finding show anaphylactic response associate significant tachycardia reduction cdyn death occur virtual absence tissue mast cell true even though normal mouse response associate extensive degranulation tissue mast cell contrast certain model anaphylaxis induce nonsensitized mouse antimouse ige elicit absence mast cell,Immunologic Diseases,4
45032,capacity patient sarcoidosis capacity monocyte am determine patient sarcoidosis nine healthy control subject use ppd antigen patient healthy control subject positive ppd skin test monocyte control subject patient sarcoidosis exhibit capacity autologous peripheral tlymphocytes without significant difference two group am patient control subject demonstrate capacity autologous peripheral tlymphocytes capacity monocyte am lung tlymphocytes lower peripheral tlymphocytes significantly capacity significantly different patient sarcoidosis positive negative ppd skin test mechanism enhance capacity am sarcoidosis uncertain present significant difference observe antigen expression am control patient sarcoidosis addition exogenous ifngamma induce capacity am control suggest neither increase antigen expression am increase release ifngamma am responsible thus result suggest tlymphocyte activation sarcoidosis may part attributable enhance capacity am,Hemic and Lymphatic Diseases,0
24060,upperairway obstruction multilevel cervical corpectomy myelopathy review case seven patient obstruction upper airway immediately anterior procedure cervical spine require reintubation patient moderate severe myelopathy preoperatively average nurick scale multilevel anterior cervical corpectomy decompression follow arthrodesis early compromise upper airway believe due edema rather formation hematoma five patient sequela two die complication relate obstruction risk factor common patient include moderate severe myelopathy multilevel corpectomy six patient history heavy smoke one asthma believe extra caution use postoperative management airway multilevel corpectomy perform patient preexist condition,Musculoskeletal Diseases,1
11019,factor influence outcome treatment zidovudine patient aid australia australian zidovudine study group multicentre study zidovudine therapy australia commence june homosexual bisexual men aid start zidovudine june use followup data collect december outcome first month zidovudine therapy patient analyse term efficacy express survival time development new aidsdefining condition term safety express toxicity median survival time diagnosis aid week significantly longer less logrank statistic median survival week historical control represent aid patient prior availability zidovudine therapy median survival time start zidovudine reach patient develop new aidsdefining condition median time progression week anaemia require transfusion experience patient significant difference less logrank statistic survival find favour patient commence zidovudine therapy dxzidovudine time within week diagnosis baseline karnofsky score greater equal haemoglobin greater equal gdl cd4 cell count greater equal therapyrelated significant difference less logrank statistic survival find favour patient weight loss receive full zidovudine dose first week therapy,Hemic and Lymphatic Diseases,2
4468,salsalate patient asthma ten aspirin asasensitive patient asthma undergo doubleblind oral challenge salsalate follow asasensitive confirmatory challenge patient sustain asthmatic reaction asa two develop respiratory reaction salsalate two patient repeat confirmatory challenge salsalate reproduce asthmatic reaction patient desensitize asa salsalate achieve conclude salsalate weak inhibitor cyclooxygenase vitro less likely asa induce asthma know asasensitive patient asthma may occasionally crossreact patient reaction mild easily treat beta agonist,Immunologic Diseases,3
30455,prevalence atopy formaldehyde pathologist sixtythree pathologist active practice province alberta canada provide history regard atopy sensitivity formaldehyde serum sample assay total ige level presence ige specificity toward timothy grass cat house dust formaldehyde twentynine subject give history atopy confirm either ige level positive test twentynine complain formaldehyde sensitivity study pathologist ige direct formaldehyde evidence tendency atopic subject prone sensitivity formaldehyde however may relate deliberate reduction exposure individual experience adverse effect,Immunologic Diseases,4
12029,erythrocyte membrane protein deficiency paroxysmal nocturnal hemoglobinuria paroxysmal nocturnal hemoglobinuria pnh acquire disorder characterize intermittent hemolytic anemia membrane abnormality blood cell patient pnh reason unusual sensitivity lysis autologous plasma complement patient typical clinical disease consistent pnh describe together strategy pitfall treatment commonly use vitro assay discus document lysis aberrant pnh erythrocyte protein abnormal pnh cell characteristic protein mechanism action describe include decay accelerate factor inhibit c3c5 convertases complement pathway cell surface bind protein modulate step terminal complement lysis protein regulate lysis early late step complement cascade,Hemic and Lymphatic Diseases,0
23400,public knowledge aid survey dental school patient part response questionnaire acquire syndrome aid return patient louisiana state university school dentistry compare response aid questionnaire administer national center health statistic nchs although questionnaire study pattern use nchs question either similar directly opposite content response pattern compare contrast addition response pattern part significantly different basis demographic characteristic compare counterpart nchs survey,Immunologic Diseases,1
6253,impair thyroid function irondeficiency anemia ten woman irondeficiency anemia deplete iron store nonanemic control woman similar body fatness expose degree water bath test hypothesis irondeficiency anemia impair performance anemic woman lower rectal temperature control woman degree respectively lower rate oxygen consumption mlminkg body respectively min cold exposure plasma thyroxine concentration significantly less lower anemic control woman baseline cold exposure response irondepleted subject similar control subject iron supplementation correct anemia significantly improve rectal temperature min partially normalize plasma thyroid hormone concentration plasma catecholamine unaffected iron status experiment demonstrate functional consequence irondeficiency anemia balance heat production loss suggest thyroidhormone metabolism may responsible,Hemic and Lymphatic Diseases,2
29273,phase evaluation safety immunogenicity vaccination recombinant gp160 patient early human virus infection military medical consortium apply retroviral research background despite multiple antiviral humoral cellular immune response infection human virus hiv result progressively debilitate disease hypothesize effective immune response could generate postinfection vaccination hivspecific antigen method perform phase trial safety immunogenicity vaccine prepare molecularly clone envelope protein gp160 volunteer subject hiv infection walter reed stage vaccine administer either day day hivspecific humoral cellular immune response measure local systemic reaction vaccination include general measure immune function monitor result subject humoral cellular immunity hiv envelope protein increase response vaccination gp160 seroconversion select envelope epitope observe new tcell proliferative response gp160 response associate cd4 cell count determine vaccination subject percent greater cell per milliliter respond compare percent less equal cell per milliliter number injection administer percent subject randomly assign receive six injection respond compare percent assign three injection local reaction site injection mild adverse systemic reaction include diminution general vitro vivo cellular immune function month followup mean cd4 count decrease subject respond decrease percent respond conclusion gp160 vaccine safe immunogenic volunteer patient early hiv infection although early know whether approach clinically useful scientific therapeutic evaluation hivspecific vaccine therapy warrant similar vaccine may prove effective chronic infection,Immunologic Diseases,3
29084,therapeutic effect recombinant human factor childhood cancer patient receive chemotherapy twentyfive child refractory solid tumor give recombinant human factor rhgmcsf escalate dose microgramsm2 hour intravenous infusion begin hour treatment cisplatin etoposide tolerance rhgmcsf exceptional even dose level exceed dosage mtd report adult agent produce doserelated increase platelet neutrophil count result significantly shorter duration severe neutropenia less analysis higher dosage greater equal microgramsm2 treatment rhgmcsf reduce median number day antibiotic therapy fever neutropenia approximately one half conclude rhgmcsf well tolerate leukopenic child dose high microgramsm2 mtd reach study ability growth factor reduce severe neutropenia suggest important role management childhood solid tumor,Hemic and Lymphatic Diseases,4
